"","player","week","fantpt"
"2347","Dan Herron","8",0.7
"2348","Chris Owusu","8",0.7
"2349","Derek Hagan","8",0.6
"2350","Jeff Maehl","8",0.6
"2351","Danny Amendola","8",0.5
"2352","Jed Collins","8",0.5
"2353","Ryan Hewitt","8",0.5
"2354","Denarius Moore","8",0.5
"2355","Silas Redd","8",0.5
"2356","Antone Smith","8",0.5
"2357","James Starks","8",0.5
"2358","Wes Welker","8",0.5
"2359","Ryan Broyles","8",0.4
"2360","Coby Fleener","8",0.4
"2361","Demetrius Harris","8",0.4
"2362","DuJuan Harris","8",0.4
"2363","Jacob Tamme","8",0.4
"2364","Austin Johnson","8",0.3
"2365","Brandon Myers","8",0.3
"2366","Joseph Randle","8",0.3
"2367","Marlon Brown","8",0.2
"2368","George Winn","8",0.2
"2369","Jason Avant","8",0.1
"2370","Charles Clay","8",0.1
"2371","Shonn Greene","8",0.1
"2372","Mike James","8",0.1
"2373","Darrin Reaves","8",0.1
"2374","Travis Benjamin","8",NA
"2375","Brenton Bersin","8",NA
"2376","Trindon Holliday","8",NA
"2377","Ryan Kalil","8",NA
"2378","Aaron Williams","8",NA
"2379","Darrius Heyward-Bey","8",-0.4
"2380","Josh Huff","8",-0.8
"2381","Erik Lorig","8",-1.2
"2382","Matt Flynn","8",-1.7
"2383","Matt Schaub","8",-2
"2384","Stephen Schilling","8",-2
"2385","Geno Smith","8",-5.8
"2386","Isa Abdul-Quddus","8",NA
"2387","Husain Abdullah","8",NA
"2388","Oday Aboushi","8",NA
"2389","Emmanuel Acho","8",NA
"2390","Sam Acho","8",NA
"2391","Mike Adams","8",NA
"2392","Mike Adams","8",NA
"2393","Jahleel Addae","8",NA
"2394","Mario Addison","8",NA
"2395","Danny Aiken","8",NA
"2396","Walt Aikens","8",NA
"2397","Seyi Ajirotutu","8",NA
"2398","Branden Albert","8",NA
"2399","Lorenzo Alexander","8",NA
"2400","Robert Alford","8",NA
"2401","Ben Roethlisberger","9",35.7
"2402","Andrew Luck","9",30.7
"2403","Tom Brady","9",29.7
"2404","Jeremy Hill","9",28.3
"2405","Ryan Tannehill","9",28.2
"2406","Jeremy Maclin","9",27.8
"2407","Marshawn Lynch","9",26.3
"2408","Matt Asiata","9",25.7
"2409","Mike Evans","9",24.4
"2410","Allen Hurns","9",23.2
"2411","Mark Ingram","9",23
"2412","Alfred Morris","9",22.9
"2413","Eli Manning","9",22.2
"2414","Peyton Manning","9",21.8
"2415","Antonio Brown","9",20.4
"2416","Carson Palmer","9",19.8
"2417","Andre Ellington","9",19.4
"2418","Ryan Fitzpatrick","9",19
"2419","Blake Bortles","9",18.9
"2420","Joe Flacco","9",18.3
"2421","Ronnie Hillman","9",18.3
"2422","Drew Brees","9",18.1
"2423","DeSean Jackson","9",18
"2424","Arian Foster","9",17.9
"2425","Brian Hoyer","9",17.9
"2426","DeAndre Hopkins","9",17.5
"2427","Julian Edelman","9",16.9
"2428","Teddy Bridgewater","9",16.7
"2429","Martavis Bryant","9",16.7
"2430","Rob Gronkowski","9",16.5
"2431","Robert Griffin","9",16.4
"2432","Denard Robinson","9",16.4
"2433","Mohamed Sanu","9",16.4
"2434","Mike Glennon","9",16.1
"2435","Alex Smith","9",16
"2436","Mychal Rivera","9",15.8
"2437","Odell Beckham Jr.","9",15.6
"2438","Anquan Boldin","9",15.3
"2439","Emmanuel Sanders","9",15.1
"2440","Jamaal Charles","9",14.8
"2441","Taylor Gabriel","9",14.7
"2442","Andy Dalton","9",14.4
"2443","Jimmy Graham","9",14.3
"2444","Coby Fleener","9",13.7
"2445","Percy Harvin","9",13.7
"2446","Michael Vick","9",13.6
"2447","T.Y. Hilton","9",13.1
"2448","Reggie Wayne","9",13
"2449","Derek Carr","9",12.7
"2450","Travis Kelce","9",12.7
"2451","Demaryius Thomas","9",12.7
"2452","Shane Vereen","9",12.7
"2453","Chase Ford","9",12.6
"2454","Mark Sanchez","9",12.6
"2455","Markus Wheaton","9",12.6
"2456","Charles Clay","9",12.5
"2457","Eric Decker","9",12.3
"2458","LeSean McCoy","9",12.3
"2459","Cam Newton","9",12.3
"2460","Torrey Smith","9",12.3
"2461","Bobby Rainey","9",12.1
"2462","Le'Veon Bell","9",11.8
"2463","Lamar Miller","9",11.7
"2464","Brandon LaFell","9",11.3
"2465","Matt Spaeth","9",11.3
"2466","Chris Polk","9",11
"2467","Terrance West","9",11
"2468","Colin Kaepernick","9",10.9
"2469","Dwayne Allen","9",10.8
"2470","Corey Washington","9",10.8
"2471","Jarvis Landry","9",10.6
"2472","Andre Williams","9",10.6
"2473","Justin Forsett","9",10.5
"2474","Russell Wilson","9",10.3
"2475","A.J. Green","9",10.1
"2476","Chris Johnson","9",10.1
"2477","Jordan Matthews","9",10
"2478","Julius Thomas","9",9.3
"2479","Kenny Britt","9",9.2
"2480","DeMarco Murray","9",9
"2481","Vincent Jackson","9",8.6
"2482","Larry Donnell","9",8.5
"2483","Anthony Fasano","9",8.4
"2484","Rishard Matthews","9",8.1
"2485","Ahmad Bradshaw","9",7.9
"2486","John Carlson","9",7.9
"2487","Greg Jennings","9",7.6
"2488","Jaron Brown","9",7.5
"2489","Dez Bryant","9",7.5
"2490","Brandon Weeden","9",7.5
"2491","Marion Grice","9",7.2
"2492","Kenny Stills","9",7.2
"2493","Nick Foles","9",7.1
"2494","Larry Fitzgerald","9",7
"2495","Peyton Hillis","9",7
"2496","Toby Gerhart","9",6.8
"2497","Jerick McKinnon","9",6.8
"2498","Darren McFadden","9",6.7
"2499","Darren Sproles","9",6.3
"2500","Jason Witten","9",6.2
"2501","Lance Dunbar","9",6.1
"2502","Crockett Gillmore","9",6.1
"2503","Malcom Floyd","9",6
"2504","Cecil Shorts","9",6
"2505","Jerricho Cotchery","9",5.9
"2506","Frank Gore","9",5.8
"2507","Tre Mason","9",5.7
"2508","Dwayne Bowe","9",5.5
"2509","Lorenzo Taliaferro","9",5.5
"2510","Miles Austin","9",5.4
"2511","Owen Daniels","9",5.3
"2512","Travis Benjamin","9",5.2
"2513","Roy Helu","9",5.2
"2514","C.J. Anderson","9",5.1
"2515","Austin Davis","9",5.1
"2516","Damien Williams","9",5.1
"2517","Brian Hartline","9",5
"2518","Mike Wallace","9",5
"2519","DeAngelo Williams","9",5
"2520","Rueben Randle","9",4.9
"2521","Robert Turbin","9",4.9
"2522","Benny Cunningham","9",4.8
"2523","Keenan Allen","9",4.7
"2524","Jonathan Stewart","9",4.6
"2525","Hakeem Nicks","9",4.4
"2526","Ted Ginn","9",4.2
"2527","Trent Richardson","9",4.2
"2528","Steve Johnson","9",4.1
"2529","Michael Crabtree","9",4
"2530","Doug Baldwin","9",3.8
"2531","Brandin Cooks","9",3.8
"2532","Marques Colston","9",3.6
"2533","Michael Floyd","9",3.6
"2534","Jermaine Gresham","9",3.6
"2535","Steve Smith","9",3.6
"2536","Danny Amendola","9",3.5
"2537","Allen Robinson","9",3.5
"2538","Andrew Hawkins","9",3.4
"2539","Jonas Gray","9",3.3
"2540","Ben Tate","9",3.2
"2541","Cedric Peerman","9",3.1
"2542","De'Anthony Thomas","9",3.1
"2543","Wes Welker","9",3.1
"2544","Travaris Cadet","9",3
"2545","Rhett Ellison","9",3
"2546","Greg Olsen","9",3
"2547","Donald Brown","9",2.9
"2548","Jarius Wright","9",2.9
"2549","Antonio Gates","9",2.8
"2550","Andre Holmes","9",2.8
"2551","Marlon Brown","9",2.7
"2552","Michael Cox","9",2.7
"2553","Riley Cooper","9",2.6
"2554","Jim Dray","9",2.6
"2555","Josh Huff","9",2.6
"2556","Branden Oliver","9",2.6
"2557","Robert Meachem","9",2.5
"2558","LeGarrette Blount","9",2.3
"2559","Carlos Hyde","9",2.2
"2560","Chris Ivory","9",2.2
"2561","Marcel Reece","9",2.2
"2562","Daniel Thomas","9",2.2
"2563","Brice Butler","9",2
"2564","Bilal Powell","9",2
"2565","Vernon Davis","9",1.9
"2566","Kevin Norwood","9",1.9
"2567","Terrance Williams","9",1.9
"2568","Tavon Austin","9",1.8
"2569","Kelvin Benjamin","9",1.8
"2570","Brandon Gibson","9",1.8
"2571","Robert Hughes","9",1.8
"2572","James Jones","9",1.8
"2573","Niles Paul","9",1.8
"2574","Andre Roberts","9",1.8
"2575","Matt Simms","9",1.8
"2576","Jordan Reed","9",1.7
"2577","Gary Barnidge","9",1.6
"2578","Damaris Johnson","9",1.6
"2579","Christine Michael","9",1.6
"2580","Luke Willson","9",1.6
"2581","Pierre Garcon","9",1.5
"2582","Dan Herron","9",1.4
"2583","Gator Hoskins","9",1.4
"2584","Heath Miller","9",1.4
"2585","James Develin","9",1.3
"2586","Charles Johnson","9",1.3
"2587","Jeff Maehl","9",1.3
"2588","Louis Murphy","9",1.3
"2589","Albert Wilson","9",1.3
"2590","Kamar Aiken","9",1.2
"2591","Cole Beasley","9",1.2
"2592","Jared Cook","9",1.2
"2593","Dwayne Harris","9",1.2
"2594","Andre Johnson","9",1.2
"2595","Kyle Juszczyk","9",1.2
"2596","Latavius Murray","9",1.2
"2597","Paul Richardson","9",1.2
"2598","Juwan Thompson","9",1.2
"2599","Jeremy Kerley","9",1.1
"2600","James Wright","9",1.1
"2601","Alfred Blue","9",1
"2602","Rex Burkhead","9",1
"2603","A.J. Jenkins","9",1
"2604","Brandon Lloyd","9",1
"2605","Jacob Tamme","9",1
"2606","Brandon Tate","9",1
"2607","Jordan Todman","9",1
"2608","Knile Davis","9",0.9
"2609","Bruce Ellington","9",0.9
"2610","Junior Hemingway","9",0.9
"2611","Mike James","9",0.9
"2612","Maurice Jones-Drew","9",0.9
"2613","Cordarrelle Patterson","9",0.9
"2614","Jason Avant","9",0.8
"2615","Matt Moore","9",0.8
"2616","Kenbrell Thompkins","9",0.8
"2617","Stedman Bailey","9",0.7
"2618","John Brown","9",0.7
"2619","Brent Celek","9",0.7
"2620","Ryan Hewitt","9",0.7
"2621","Lance Kendricks","9",0.7
"2622","Preston Parker","9",0.7
"2623","Derek Carrier","9",0.6
"2624","Demetrius Harris","9",0.6
"2625","Trey Watts","9",0.6
"2626","Brandon Williams","9",0.6
"2627","Ronnie Brown","9",0.5
"2628","Bruce Miller","9",0.5
"2629","Dri Archer","9",0.4
"2630","Kellen Clemens","9",0.4
"2631","Zach Ertz","9",0.4
"2632","Jermaine Kearse","9",0.4
"2633","Lance Moore","9",0.4
"2634","Ben Watson","9",0.4
"2635","Austin Seferian-Jenkins","9",0.3
"2636","Edwin Baker","9",0.2
"2637","Henry Hynoski","9",0.2
"2638","Donte Moncrief","9",0.2
"2639","Bernard Pierce","9",0.2
"2640","Joseph Randle","9",0.2
"2641","Will Johnson","9",0.1
"2642","Britton Colquitt","9",NA
"2643","Cooper Helfet","9",NA
"2644","Griff Whalen","9",NA
"2645","Travis Carrie","9",-2
"2646","DeMeco Ryans","9",-2
"2647","Philip Rivers","9",-2.2
"2648","Husain Abdullah","9",NA
"2649","Oday Aboushi","9",NA
"2650","Emmanuel Acho","9",NA
"2651","Sam Acho","9",NA
"2652","Mike Adams","9",NA
"2653","Mike Adams","9",NA
"2654","Phillip Adams","9",NA
"2655","Mario Addison","9",NA
"2656","Danny Aiken","9",NA
"2657","Walt Aikens","9",NA
"2658","Seyi Ajirotutu","9",NA
"2659","Branden Albert","9",NA
"2660","Lorenzo Alexander","9",NA
"2661","Antonio Allen","9",NA
"2662","Beau Allen","9",NA
"2663","Cortez Allen","9",NA
"2664","Ryan Allen","9",NA
"2665","Will Allen","9",NA
"2666","Tyson Alualu","9",NA
"2667","Jace Amaro","9",NA
"2668","David Amerson","9",NA
"2669","Prince Amukamara","9",NA
"2670","Colt Anderson","9",NA
"2671","Bryan Anger","9",NA
"2672","Terron Armstead","9",NA
"2673","Ray Ray Armstrong","9",NA
"2674","Kyle Arrington","9",NA
"2675","Larry Asante","9",NA
"2676","Geno Atkins","9",NA
"2677","Josh Aubrey","9",NA
"2678","Marvin Austin","9",NA
"2679","Denico Autry","9",NA
"2680","Cliff Avril","9",NA
"2681","Akeem Ayers","9",NA
"2682","Robert Ayers","9",NA
"2683","Jason Babin","9",NA
"2684","Johnson Bademosi","9",NA
"2685","Allen Bailey","9",NA
"2686","Alvin Bailey","9",NA
"2687","Dan Bailey","9",NA
"2688","Brandon Bair","9",NA
"2689","Chris Baker","9",NA
"2690","Marcus Ball","9",NA
"2691","Johnthan Banks","9",NA
"2692","Joe Banyard","9",NA
"2693","Joe Barksdale","9",NA
"2694","Antwan Barnes","9",NA
"2695","Khalif Barnes","9",NA
"2696","Tim Barnes","9",NA
"2697","Anthony Barr","9",NA
"2698","Mark Barron","9",NA
"2699","Lamin Barrow","9",NA
"2700","Connor Barwin","9",NA
