"player_team","position","ppr_points","ppr_adp","standard_points","standard_adp"
"Travaris Cadet - FA","RB",2.11587692307692,"null",1.5614,"150.98"
"Brandon Coleman - NO","WR",3.20804615384615,"null",2.20052307692308,"160.455"
"Dennis Pitta - BAL","TE",3.16497692307692,"null",2.03642307692308,"160.455"
"Taiwan Jones - OAK","RB",2.07076923076923,"null",1.38189230769231,"160.485"
"Malcolm Brown - LA","RB",2.04155384615385,"null",1.54591538461538,"160.49"
"MyCole Pruitt - MIN","TE",3.11356153846154,"null",1.68030769230769,"160.495"
"Taylor Gabriel - FA","WR",3.11331538461538,"null",1.75228461538462,"150.98"
"Jamize Olawale - OAK","RB",2.00450769230769,"null",1.46063846153846,"160.485"
"Zach Line - MIN","RB",1.9849,"null",1.39316923076923,"160.485"
"Jordan Norwood - DEN","WR",3.05255384615385,"null",1.88288461538462,"160.465"
"Jared Abbrederis - GB","WR",3.04214615384615,"225.6",1.87588461538462,"168.9767"
"Patrick DiMarco - ATL","RB",1.93547692307692,"null",1.0564,"160.48"
"Dion Sims - MIA","TE",3.00608461538462,"null",1.72771538461538,"160.485"
"Bruce Miller - SF","RB",1.92223846153846,"null",1.1042,"150.96"
"Jonathan Williams - BUF","RB",1.92073846153846,"214.06",1.53552307692308,"160.475"
"Marlon Moore - FA","WR",3.00775384615385,"null",1.67913846153846,"150.98"
"Ryan Hewitt - CIN","TE",2.98613076923077,"null",1.70640769230769,"150.98"
"Jonathan Grimes - HOU","RB",1.87970769230769,"null",1.32505384615385,"160.48"
"Ryan Grant - WAS","WR",2.91744615384615,"null",1.81857692307692,"150.98"
"Jeff Janis - GB","WR",2.90485384615385,"null",1.89950769230769,"160.355"
"Denard Robinson - JAC","RB",1.77121538461538,"null",1.27971538461538,"160.465"
"Terron Ward - ATL","RB",1.77024615384615,"null",1.2756,"160.48"
"Anthony Fasano - TEN","TE",2.84634615384615,"null",1.79520769230769,"160.48"
"Jacquizz Rodgers - FA","RB",1.73882307692308,"null",1.20466153846154,"150.98"
"Jim Dray - BUF","TE",2.79485384615385,"null",1.65023846153846,"160.5"
"Rex Burkhead - CIN","RB",1.69516153846154,"null",1.02143846153846,"160.485"
"Marquess Wilson - CHI","WR",2.77654615384615,"null",1.66501538461538,"160.485"
"Devin Smith - NYJ","WR",2.73466153846154,"null",1.61784615384615,"160.485"
